abstract_id,question,entity,type,umls_id
153,What is the relationship between TailorX and Oncotype?,HER2,Gene,N/A
153,What is the relationship between TailorX and Oncotype?,BCL2,Gene,N/A
153,What is the relationship between TailorX and Oncotype?,CD68,Gene,N/A
153,What is the relationship between TailorX and Oncotype?,Aurora A,Gene,N/A
153,What is the relationship between TailorX and Oncotype?,survivin,Gene,N/A
153,What is the relationship between TailorX and Oncotype?,cyclin B1,Gene,N/A
153,What is the relationship between TailorX and Oncotype?,BAG1,Gene,N/A
153,What is the relationship between TailorX and Oncotype?,RSs,Cancer,N/A
155,"Which is the main function of ""RNA sponges""?",OCT4-pg4,Gene,N/A
155,"Which is the main function of ""RNA sponges""?",OCT4,Gene,N/A
155,"Which is the main function of ""RNA sponges""?",testis-specific,Gene,N/A
155,"Which is the main function of ""RNA sponges""?",Sry,Gene,N/A
155,"Which is the main function of ""RNA sponges""?",GcvB,Gene,N/A
155,"Which is the main function of ""RNA sponges""?",SroC,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,panic disorder,Disease,C0030319
156,Is the gene MAOA epigenetically modified by methylation?,cholangiocarcinoma,Disease,C0206698
156,Is the gene MAOA epigenetically modified by methylation?,schizophrenia,Disease,C0036341
156,Is the gene MAOA epigenetically modified by methylation?,BPD,Disease,C0006012
156,Is the gene MAOA epigenetically modified by methylation?,behavioral illness,Disease,C0037051
156,Is the gene MAOA epigenetically modified by methylation?,psychiatric illness,Disease,C0004936
156,Is the gene MAOA epigenetically modified by methylation?,MAOA,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,cholangiocarcinoma samples,Cancer,N/A
156,Is the gene MAOA epigenetically modified by methylation?,nonmalignant counterparts,Cancer,N/A
156,Is the gene MAOA epigenetically modified by methylation?,COMT,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,DAT1,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,GABRA1,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,GNB3,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,GRIN2B,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,HTR1B,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,HTR2A,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,5-HTT,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,MAOB,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,NOS1,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,NR3C1,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,TPH1,Gene,N/A
156,Is the gene MAOA epigenetically modified by methylation?,BPD,Cancer,N/A
156,Is the gene MAOA epigenetically modified by methylation?,CGIs,Cancer,N/A
156,Is the gene MAOA epigenetically modified by methylation?,monoamine oxidase A,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,left ventricular impairment,Disease,C0242698
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,dilated cardiomyopathy,Disease,C0007193
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,arrhythmogenic cardiomyopathy,Disease,C0349788
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,ARVC,Disease,C0349788
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,DCM,Disease,C0007193
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,SCD,Disease,C0002895
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,cardiomyopathy,Disease,C0878544
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,hereditary dilated cardiomyopathy,Disease,C0007193
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,idiopathic dilated cardiomyopathy,Disease,C1449563
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,heart failure,Disease,C0018801
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,G-A,Disease,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,premature death,Disease,C1855073
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,cardiotoxic,Disease,C1956032
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,congestive heart failure,Disease,C0018802
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,hereditary heart failure,Disease,C0018801
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,contractile dysfunction,Disease,C3549305
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,ventricular arrhythmias,Disease,C0085612
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,hypertrophy,Disease,C0020564
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,hypertrophic cardiomyopathy,Disease,C0007194
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,PLN,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,PLN,Cancer,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,DCM,Cancer,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,SERCA,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,protein kinase A,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,Phospholamban,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,DCM patients,Cancer,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,PLN-R14Del,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,NKA,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,Arg-Leu,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,R9L,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,G-A,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,R9H,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,R9C,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,SERCA2a,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,Arg,Cancer,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,PKA,Gene,N/A
157,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,PKA-mediated,Gene,N/A
158,Which are the supplemental antioxidant in athletes?,inflammation,Disease,C0021368
158,Which are the supplemental antioxidant in athletes?,muscle damage,Disease,C0410158
158,Which are the supplemental antioxidant in athletes?,stress-associated diseases,Disease,N/A
158,Which are the supplemental antioxidant in athletes?,TAA,Disease,C0003486
158,Which are the supplemental antioxidant in athletes?,CRP,Gene,N/A
158,Which are the supplemental antioxidant in athletes?,BC juice,Cancer,N/A
158,Which are the supplemental antioxidant in athletes?,soccer,Cancer,N/A
158,Which are the supplemental antioxidant in athletes?,fatty acids,Gene,N/A
158,Which are the supplemental antioxidant in athletes?,TAA,Cancer,N/A
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,Charcot-Marie-Tooth disease,Disease,C0007959
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,peripheral neuropathy,Disease,C0031117
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,impaired motor and sensory function,Disease,N/A
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,muscular atrophy,Disease,C0026846
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,motor-dominant neuropathy,Disease,C0235025
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,Distal weakness,Disease,C0427065
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,respiratory muscle weakness,Disease,C1836141
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,dominantly inherited peripheral neuropathy,Disease,C0031117
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,hereditary motor neuropathy type V (dHMN-V,Disease,C1833308
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,Charcot-Marie-Tooth,Disease,C0007959
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,CMT,Disease,C0238953
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,disease of the peripheral nervous system,Disease,C4721453
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,CMT2D,Disease,C1414988
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,Charcot-Marie-Tooth peripheral neuropathies,Disease,C0751036
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,neuropathy,Disease,C0442874
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,disease of the peripheral nervous system Charcot-Marie-Tooth disease,Disease,C4721453
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,neuropathies,Disease,C0442874
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,glycyl-tRNA synthetase,Gene,N/A
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,Charcot-Marie-Tooth disease type 2D,Cancer,N/A
159,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,neuropathies,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,CAD,Disease,C0010068
160,Is there any software for automated analysis of FISH images?,cancers,Disease,C0006826
160,Is there any software for automated analysis of FISH images?,colorectal cancers,Disease,C0009402
160,Is there any software for automated analysis of FISH images?,tumour,Disease,C0027651
160,Is there any software for automated analysis of FISH images?,colon cancer,Disease,C0007102
160,Is there any software for automated analysis of FISH images?,cancers,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,FISH-probed chromosome X. A,Gene,N/A
160,Is there any software for automated analysis of FISH images?,samples,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,SRC,Gene,N/A
160,Is there any software for automated analysis of FISH images?,OMP,Gene,N/A
160,Is there any software for automated analysis of FISH images?,Bayesian,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,tissue sections,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,Paraffin-embedded tissue sections,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,colorectal cancers,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,tumour,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,colon cancer,Cancer,N/A
160,Is there any software for automated analysis of FISH images?,MYC,Gene,N/A
160,Is there any software for automated analysis of FISH images?,ZNF217,Gene,N/A
160,Is there any software for automated analysis of FISH images?,Chromosome 6,Gene,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,bone marrow failure,Disease,C0030312
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,myelodysplastic syndrome,Disease,C3463824
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,MDS,Disease,C0265219
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,acute myelogenous leukemia,Disease,C0023467
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,AML,Disease,C0023467
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,tumors,Disease,C0027651
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,squamous cell carcinoma of the head/neck or,Disease,C1168401
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,anogenital cancer,Disease,C0751569
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,fibrosis,Disease,C0016059
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,aplastic anemia,Disease,C0002874
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,cancer,Disease,C0006826
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,Fanconi anaemia,Disease,C0015625
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,dyskeratosis congenita,Disease,C0265965
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,Diamond-Blackfan anaemia,Disease,C1260899
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,Shwachman-Diamond syndrome,Disease,C0272170
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,bone marrow failure syndromes,Disease,C2931245
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,IBMFS,Disease,C2986691
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,acute myeloid leukaemia,Disease,C0023467
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,tumours,Disease,C0027651
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,cancers,Disease,C0006826
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,death,Disease,C0011065
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,cancer susceptibility syndromes,Disease,C1428880
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,Dyskeratosis congenita,Disease,C0265965
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,dystrophy,Disease,C0333606
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,pulmonary complications,Disease,C0281169
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,upper aerodigestive tract cancers,Disease,C1267213
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,X-linked dyskeratosis congenita,Disease,C1148551
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,Dyskeratosis Congenita,Disease,C0265965
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,Zinsser-Engman-Cole syndrome,Disease,C0265965
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,bone marrow failure syndrome,Disease,C2931245
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,mucocutaneous abnormalities,Disease,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,inherited syndrome,Disease,C5418758
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,malignancy,Disease,C0006826
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,somatic abnormalities,Disease,C0000768
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,atrophy,Disease,C0333641
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,Fanconi anemia,Disease,C0015625
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,cancer predisposition syndrome,Disease,C4750788
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,pancytopenia,Disease,C0030312
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,oropharyngeal squamous cell carcinoma,Disease,C0280313
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,tumor,Disease,C0027651
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,cancer Dyskeratosis congenita,Disease,C0265965
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,BMF,Gene,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,acute myelogenous leukemia,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,AML,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,solid tumors,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,squamous cell carcinoma,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,anogenital cancer,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,cancer,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,DBA,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,IBMFS,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,acute myeloid leukaemia,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,solid tumours,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,cancers,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,leukaemia,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,oral leukoplakia,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,DKC1,Gene,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,dyskerin,Gene,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,malignancy,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,DBA,Gene,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,oropharyngeal squamous cell carcinoma,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,tumor,Cancer,N/A
162,Is there an increased risk for cancer in Dyskeratosis Congenita?,telomere-related,Cancer,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,cardiac hypertrophy,Disease,C1383860
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,fibrosis,Disease,C0016059
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,myocardial infarction,Disease,C0027051
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,I/R injury,Disease,C3263722
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,myocardial infarct,Disease,C0027051
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,hypertrophy,Disease,C0020564
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,cancer,Disease,C0006826
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,cardiovascular diseases,Disease,C0007222
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,inflammation,Disease,C0021368
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,hypoxia/ischemia,Disease,C0752308
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,ischemia/reperfusion injury,Disease,C0035126
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,ischemia-reperfusion injury,Disease,C0035126
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,cardiovascular disease,Disease,C0007222
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,vascular disease,Disease,C0042373
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,heart failure,Disease,C0018801
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,death,Disease,C0011065
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,ischaemia/reperfusion injury,Disease,C0035126
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,heart ischemia,Disease,C0022116
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,arrhythmias,Disease,C0003811
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,cardiac myocyte damage,Disease,C0225828
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,myocardial ischemia/reperfusion injury,Disease,C0027055
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,myocardial disease,Disease,C0878544
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,miR-21,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,Ad-miR-21,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,collagen,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,PCNA,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,-499,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,-199a,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,cancer,Cancer,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,miR-320,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,miR-199a,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,vascular smooth muscle cell,Cancer,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,activator protein 1,Gene,N/A
163,Does MicroRNA-21 (miR-21) contribute to cardiovascular disease?,disease,Cancer,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,cancer mutations,Disease,C1516197
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,TFIIH,Disease,C0172237
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,Ring-domain,Disease,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,tumor,Disease,C0027651
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,gammaH2AX,Disease,C4331007
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,E3-ubiquitin ligase,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,BRCA1,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,ubiquitin E3 ligase,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,BARD1,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,cancer,Cancer,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,BRCA1/BARD1,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,TFIIE,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,TFIIH,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,Ring-domains,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,H2A E3,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,Ring1b,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,Bmi1,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,breast,Cancer,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,ovarian,Cancer,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,tumor,Cancer,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,cancerous,Cancer,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,BRCA1 tumor,Cancer,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,BRCA1:BARD1,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,NBS1,Gene,N/A
164,What is the enzymatic activity of the breast cancer associated gene BRCA1?,E3 ubiquitin ligase,Gene,N/A
165,List markers for autophagy.,mammary cancer,Disease,C0006142
165,List markers for autophagy.,(LC3)-II,Disease,N/A
165,List markers for autophagy.,microtubule-associated protein,Gene,N/A
165,List markers for autophagy.,1A/1B-light chain 3,Gene,N/A
165,List markers for autophagy.,Beclin-1,Gene,N/A
165,List markers for autophagy.,hepatic microtubule-associated protein 1 light chain 3 (LC3)-II protein,Gene,N/A
165,List markers for autophagy.,LC3-II,Gene,N/A
165,List markers for autophagy.,LC3,Gene,N/A
165,List markers for autophagy.,p62,Gene,N/A
165,List markers for autophagy.,LC3-I,Gene,N/A
165,List markers for autophagy.,beclin 1,Gene,N/A
165,List markers for autophagy.,microtubule-associated protein light chain 3,Gene,N/A
165,List markers for autophagy.,microtubule-associated protein light chain3,Gene,N/A
165,List markers for autophagy.,LC3B-II,Gene,N/A
165,List markers for autophagy.,BECN1,Gene,N/A
165,List markers for autophagy.,SQSTM1,Gene,N/A
166,Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?,ChIP-seq,Cancer,N/A
166,Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?,histone,Gene,N/A
166,Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?,H3K27me3,Gene,N/A
166,Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?,H3K4me3,Gene,N/A
166,Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?,K27-only,Gene,N/A
166,Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?,histone-modification,Gene,N/A
167,Is CD84 genetically associated with arthritis?,autoimmunity,Disease,C0004364
167,Is CD84 genetically associated with arthritis?,CD84,Gene,N/A
167,Is CD84 genetically associated with arthritis?,disease,Cancer,N/A
167,Is CD84 genetically associated with arthritis?,Ly108,Gene,N/A
167,Is CD84 genetically associated with arthritis?,Ly9,Gene,N/A
168,What is the function of Neu5Gc (N-Glycolylneuraminic acid)?,inflammation,Disease,C0021368
168,What is the function of Neu5Gc (N-Glycolylneuraminic acid)?,diet-related carcinomas,Disease,N/A
168,What is the function of Neu5Gc (N-Glycolylneuraminic acid)?,CMAH,Gene,N/A
168,What is the function of Neu5Gc (N-Glycolylneuraminic acid)?,carcinomas,Cancer,N/A
168,What is the function of Neu5Gc (N-Glycolylneuraminic acid)?,anti-Neu5Gc Abs,Gene,N/A
169,Are there any specific antidotes for rivaroxaban?,intracerebral hemorrhage,Disease,C2937358
169,Are there any specific antidotes for rivaroxaban?,ICH,Disease,C0019191
169,Are there any specific antidotes for rivaroxaban?,hematoma,Disease,C0018944
169,Are there any specific antidotes for rivaroxaban?,NOACs,Disease,N/A
169,Are there any specific antidotes for rivaroxaban?,bleeding,Disease,C0019080
169,Are there any specific antidotes for rivaroxaban?,hemorrhagic,Disease,C0333275
169,Are there any specific antidotes for rivaroxaban?,liver disease,Disease,C0023895
169,Are there any specific antidotes for rivaroxaban?,atrial fibrillation,Disease,C0004238
169,Are there any specific antidotes for rivaroxaban?,thrombosis,Disease,C0040053
169,Are there any specific antidotes for rivaroxaban?,renal insufficiency,Disease,C0035078
169,Are there any specific antidotes for rivaroxaban?,NOACs,Cancer,N/A
169,Are there any specific antidotes for rivaroxaban?,NOACs,Gene,N/A
169,Are there any specific antidotes for rivaroxaban?,thrombin,Gene,N/A
170,Which metabolite activates AtxA?,anthracis,Disease,C0004589
170,Which metabolite activates AtxA?,infection,Disease,C0009450
170,Which metabolite activates AtxA?,anthrax,Disease,C0003175
170,Which metabolite activates AtxA?,PTS,Gene,N/A
170,Which metabolite activates AtxA?,AtxA,Gene,N/A
170,Which metabolite activates AtxA?,Bacillus anthracis,Gene,N/A
170,Which metabolite activates AtxA?,atxA+,Cancer,N/A
170,Which metabolite activates AtxA?,cya,Gene,N/A
170,Which metabolite activates AtxA?,atxA,Gene,N/A
170,Which metabolite activates AtxA?,beta-galactosidase,Gene,N/A
170,Which metabolite activates AtxA?,anthrax toxin proteins,Gene,N/A
170,Which metabolite activates AtxA?,acpA,Gene,N/A
171,What is the function of 6SRNA in bacteria?,Qbeta replicase,Gene,N/A
171,What is the function of 6SRNA in bacteria?,R-alpha,Gene,N/A
171,What is the function of 6SRNA in bacteria?,sigma(70)-dependent,Gene,N/A
171,What is the function of 6SRNA in bacteria?,sigma(70)-RNA polymerase,Gene,N/A
172,Is cytisine superior to nicotine replacement therapy for smoking cessation?,nicotine-replacement,Cancer,N/A
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,CADASIL,Disease,C0751587
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,Cerebral autosomal dominant arteriopathy,Disease,N/A
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,subcortical infarcts,Disease,C0815275
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,leukoencephalopathy,Disease,C0270612
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,cerebrovascular disease,Disease,C0007820
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,NOTCH3,Gene,N/A
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,CADASIL,Cancer,N/A
173,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,Notch3,Gene,N/A
174,Which syndromes are associated with mutations in the EZH2 gene?,myelodysplastic syndrome,Disease,C3463824
174,Which syndromes are associated with mutations in the EZH2 gene?,MDS,Disease,C0265219
174,Which syndromes are associated with mutations in the EZH2 gene?,acute myeloid leukaemia,Disease,C0023467
174,Which syndromes are associated with mutations in the EZH2 gene?,AML,Disease,C0023467
174,Which syndromes are associated with mutations in the EZH2 gene?,BM failure,Disease,C5200924
